"","IndicatorCode","Indicator","ValueType","ParentLocationCode","ParentLocation","Location.type","SpatialDimValueCode","Location","Period.type","Period","IsLatestYear","Dim1.type","Dim1","Dim1ValueCode","Dim2.type","Dim2","Dim2ValueCode","Dim3.type","Dim3","Dim3ValueCode","DataSourceDimValueCode","DataSource","FactValueNumericPrefix","FactValueNumeric","FactValueUoM","FactValueNumericLowPrefix","FactValueNumericLow","FactValueNumericHighPrefix","FactValueNumericHigh","Value","FactValueTranslationID","FactComments","Language","DateModified"
"62","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","BRA","Brazil","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"63","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","BRN","Brunei Darussalam","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"64","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","BGR","Bulgaria","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"65","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","BFA","Burkina Faso","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"66","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","BDI","Burundi","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"67","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","CIV","Cote d'Ivoire","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"68","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","KHM","Cambodia","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"69","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","CMR","Cameroon","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"70","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","CAN","Canada","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"71","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","CAF","Central African Republic","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"72","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","TCD","Chad","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"73","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","CHL","Chile","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"74","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","CHN","China","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"75","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","COL","Colombia","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"76","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","WPR","Western Pacific","Country","COK","Cook Islands","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"77","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","CRI","Costa Rica","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"78","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","HRV","Croatia","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"79","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","CUB","Cuba","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"80","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","CYP","Cyprus","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"81","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","CZE","Czechia","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"82","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","SEAR","South-East Asia","Country","PRK","Democratic People's Republic of Korea","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"83","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AFR","Africa","Country","COD","Democratic Republic of the Congo","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"84","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","EUR","Europe","Country","DNK","Denmark","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
"85","NCD_CCS_CancerPlan","Existence of operational policy/strategy/action plan for cancer","text","AMR","Americas","Country","DOM","Dominican Republic","Year",2021,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",364,"","EN","2022-04-25T04:00:00.000Z"
