"","Population.Code","Region.Country.Area","Year","Series","Value","Footnotes","Source"
"52",8,"Albania",2003,"Health personnel: Dentists (per 1000 population)","0.4",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"53",8,"Albania",2003,"Health personnel: Pharmacists (number)","1,100",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"54",8,"Albania",2003,"Health personnel: Pharmacists (per 1000 population)","0.4",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"55",8,"Albania",2003,"Health personnel: Nurses and midwives (number)","11,238",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"56",8,"Albania",2003,"Health personnel: Nurses and midwives personnel (per 1000 population)","3.6",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"57",8,"Albania",2004,"Health personnel: Physicians (number)","3,699",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"58",8,"Albania",2004,"Health personnel: Physicians (per 1000 population)","1.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"59",8,"Albania",2004,"Health personnel: Nurses and midwives (number)","11,136",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"60",8,"Albania",2004,"Health personnel: Nurses and midwives personnel (per 1000 population)","3.6",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"61",8,"Albania",2005,"Health personnel: Nurses and midwives (number)","11,136",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"62",8,"Albania",2005,"Health personnel: Nurses and midwives personnel (per 1000 population)","3.7",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"63",8,"Albania",2006,"Health personnel: Physicians (number)","3,626",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"64",8,"Albania",2006,"Health personnel: Physicians (per 1000 population)","1.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"65",8,"Albania",2006,"Health personnel: Dentists (number)","1,035",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"66",8,"Albania",2006,"Health personnel: Dentists (per 1000 population)","0.3",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"67",8,"Albania",2006,"Health personnel: Pharmacists (number)","1,173",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"68",8,"Albania",2006,"Health personnel: Pharmacists (per 1000 population)","0.4",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"69",8,"Albania",2006,"Health personnel: Nurses and midwives (number)","12,746",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"70",8,"Albania",2006,"Health personnel: Nurses and midwives personnel (per 1000 population)","4.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"71",8,"Albania",2010,"Health personnel: Physicians (number)","3,640",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"72",8,"Albania",2010,"Health personnel: Physicians (per 1000 population)","1.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"73",8,"Albania",2010,"Health personnel: Pharmacists (number)","1,324",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"74",8,"Albania",2010,"Health personnel: Pharmacists (per 1000 population)","0.5",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"75",8,"Albania",2010,"Health personnel: Nurses and midwives (number)","11,846",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"76",8,"Albania",2010,"Health personnel: Nurses and midwives personnel (per 1000 population)","4.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"77",8,"Albania",2013,"Health personnel: Physicians (number)","3,709",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"78",8,"Albania",2013,"Health personnel: Physicians (per 1000 population)","1.3",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"79",8,"Albania",2013,"Health personnel: Pharmacists (number)","2,441",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"80",8,"Albania",2013,"Health personnel: Pharmacists (per 1000 population)","0.8",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"81",8,"Albania",2013,"Health personnel: Nurses and midwives (number)","12,455",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"82",8,"Albania",2013,"Health personnel: Nurses and midwives personnel (per 1000 population)","4.3",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"83",8,"Albania",2018,"Health personnel: Physicians (number)","6,222",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"84",8,"Albania",2018,"Health personnel: Physicians (per 1000 population)","2.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"85",8,"Albania",2018,"Health personnel: Dentists (number)","2,973",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"86",8,"Albania",2018,"Health personnel: Dentists (per 1000 population)","1.0",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"87",8,"Albania",2018,"Health personnel: Pharmacists (number)","3,125",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"88",8,"Albania",2018,"Health personnel: Pharmacists (per 1000 population)","1.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"89",8,"Albania",2020,"Health personnel: Physicians (number)","5,397",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"90",8,"Albania",2020,"Health personnel: Physicians (per 1000 population)","1.9",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"91",8,"Albania",2020,"Health personnel: Nurses and midwives (number)","16,717",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"92",8,"Albania",2020,"Health personnel: Nurses and midwives personnel (per 1000 population)","5.8",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"93",12,"Algeria",2002,"Health personnel: Physicians (number)","35,368",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"94",12,"Algeria",2002,"Health personnel: Physicians (per 1000 population)","1.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"95",12,"Algeria",2002,"Health personnel: Dentists (number)","8,861",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"96",12,"Algeria",2002,"Health personnel: Dentists (per 1000 population)","0.3",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"97",12,"Algeria",2002,"Health personnel: Pharmacists (number)","5,413",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"98",12,"Algeria",2002,"Health personnel: Pharmacists (per 1000 population)","0.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"99",12,"Algeria",2002,"Health personnel: Nurses and midwives (number)","69,749",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"100",12,"Algeria",2002,"Health personnel: Nurses and midwives personnel (per 1000 population)","2.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"101",12,"Algeria",2005,"Health personnel: Physicians (number)","33,952",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"102",12,"Algeria",2005,"Health personnel: Physicians (per 1000 population)","1.0",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"103",12,"Algeria",2005,"Health personnel: Dentists (number)","9,022",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"104",12,"Algeria",2005,"Health personnel: Dentists (per 1000 population)","0.3",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"105",12,"Algeria",2005,"Health personnel: Pharmacists (number)","6,104",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"106",12,"Algeria",2005,"Health personnel: Pharmacists (per 1000 population)","0.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"107",12,"Algeria",2007,"Health personnel: Physicians (number)","40,857",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"108",12,"Algeria",2007,"Health personnel: Physicians (per 1000 population)","1.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"109",12,"Algeria",2007,"Health personnel: Dentists (number)","10,621",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"110",12,"Algeria",2007,"Health personnel: Dentists (per 1000 population)","0.3",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"111",12,"Algeria",2007,"Health personnel: Pharmacists (number)","7,417",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"112",12,"Algeria",2007,"Health personnel: Pharmacists (per 1000 population)","0.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"113",12,"Algeria",2007,"Health personnel: Nurses and midwives (number)","65,919",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"114",12,"Algeria",2007,"Health personnel: Nurses and midwives personnel (per 1000 population)","1.9",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"115",12,"Algeria",2018,"Health personnel: Physicians (number)","72,604",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"116",12,"Algeria",2018,"Health personnel: Physicians (per 1000 population)","1.7",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"117",12,"Algeria",2018,"Health personnel: Dentists (number)","15,437",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"118",12,"Algeria",2018,"Health personnel: Dentists (per 1000 population)","0.4",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"119",12,"Algeria",2018,"Health personnel: Pharmacists (number)","18,807",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"120",12,"Algeria",2018,"Health personnel: Pharmacists (per 1000 population)","0.4",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"121",12,"Algeria",2018,"Health personnel: Nurses and midwives (number)","65,359",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"122",12,"Algeria",2018,"Health personnel: Nurses and midwives personnel (per 1000 population)","1.6",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"123",20,"Andorra",2005,"Health personnel: Physicians (number)","255",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"124",20,"Andorra",2005,"Health personnel: Physicians (per 1000 population)","3.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"125",20,"Andorra",2005,"Health personnel: Dentists (number)","46",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"126",20,"Andorra",2005,"Health personnel: Dentists (per 1000 population)","0.6",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"127",20,"Andorra",2005,"Health personnel: Pharmacists (number)","72",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"128",20,"Andorra",2005,"Health personnel: Pharmacists (per 1000 population)","0.9",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"129",20,"Andorra",2005,"Health personnel: Nurses and midwives (number)","266",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"130",20,"Andorra",2005,"Health personnel: Nurses and midwives personnel (per 1000 population)","3.3",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"131",20,"Andorra",2009,"Health personnel: Physicians (number)","266",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"132",20,"Andorra",2009,"Health personnel: Physicians (per 1000 population)","3.6",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"133",20,"Andorra",2009,"Health personnel: Dentists (number)","51",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"134",20,"Andorra",2009,"Health personnel: Dentists (per 1000 population)","0.7",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"135",20,"Andorra",2009,"Health personnel: Pharmacists (number)","78",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"136",20,"Andorra",2009,"Health personnel: Pharmacists (per 1000 population)","1.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"137",20,"Andorra",2009,"Health personnel: Nurses and midwives (number)","311",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"138",20,"Andorra",2009,"Health personnel: Nurses and midwives personnel (per 1000 population)","4.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"139",20,"Andorra",2015,"Health personnel: Physicians (number)","260",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"140",20,"Andorra",2015,"Health personnel: Physicians (per 1000 population)","3.6",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"141",20,"Andorra",2015,"Health personnel: Dentists (number)","64",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"142",20,"Andorra",2015,"Health personnel: Dentists (per 1000 population)","0.9",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"143",20,"Andorra",2015,"Health personnel: Pharmacists (number)","79",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"144",20,"Andorra",2015,"Health personnel: Pharmacists (per 1000 population)","1.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"145",20,"Andorra",2015,"Health personnel: Nurses and midwives (number)","313",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"146",20,"Andorra",2015,"Health personnel: Nurses and midwives personnel (per 1000 population)","4.4",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"147",24,"Angola",2004,"Health personnel: Physicians (number)","1,165",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"148",24,"Angola",2004,"Health personnel: Physicians (per 1000 population)","0.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"149",24,"Angola",2004,"Health personnel: Dentists (number)","222",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"150",24,"Angola",2004,"Health personnel: Dentists (per 1000 population)","0.0",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"151",24,"Angola",2004,"Health personnel: Pharmacists (number)","919",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"152",24,"Angola",2004,"Health personnel: Pharmacists (per 1000 population)","0.0",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"153",24,"Angola",2004,"Health personnel: Nurses and midwives (number)","18,485",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"154",24,"Angola",2004,"Health personnel: Nurses and midwives personnel (per 1000 population)","1.0",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"155",24,"Angola",2009,"Health personnel: Physicians (number)","2,956",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"156",24,"Angola",2009,"Health personnel: Physicians (per 1000 population)","0.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"157",24,"Angola",2009,"Health personnel: Nurses and midwives (number)","29,592",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"158",24,"Angola",2009,"Health personnel: Nurses and midwives personnel (per 1000 population)","1.3",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"159",24,"Angola",2018,"Health personnel: Physicians (number)","6,593",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"160",24,"Angola",2018,"Health personnel: Physicians (per 1000 population)","0.2",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"161",24,"Angola",2018,"Health personnel: Dentists (number)","1,652",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"162",24,"Angola",2018,"Health personnel: Dentists (per 1000 population)","0.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"163",24,"Angola",2018,"Health personnel: Pharmacists (number)","2,302",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"164",24,"Angola",2018,"Health personnel: Pharmacists (per 1000 population)","0.1",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
"165",24,"Angola",2018,"Health personnel: Nurses and midwives (number)","12,554",NA,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
